grb,time _ut_,trigger number,bat ra _j2000_,bat dec _j2000_,bat 90_ error radius _arcmin_,bat t90 _sec_,bat fluence _15_150 kev_ _10__7 erg_cm_2_,bat fluence 90_ error _15_150 kev_ _10__7 erg_cm_2_,bat 1_sec peak photon flux _15_150 kev_ _ph_cm_2_sec_,bat 1_sec peak photon flux 90_ error _15_150 kev_ _ph_cm_2_sec_,bat photon index _15_150 kev_ _pl _ simple power_law_ cpl _ cutoff power_law_,bat photon index 90_ error _15_150 kev_,hardness ratio,epeak,satellite_source,grb_class
070529,12:48:28,280706,283.717,20.648,1.7,109.200,25.70,2.45,1.43,0.36,"1.34, PL",0.16,0.61619985,0.0,Swift BAT,
070521,06:51:11,279935,242.659,30.26,1.1,37.900,80.10,1.77,6.53,0.27,"1.1, CPL",-0.2/0.2,0.8131747,310.0,Swift BAT,
070520B,17:44:53,279898,121.886,57.588,1.8,65.800,9.25,1.09,0.43,0.14,"1.14, PL",0.21,0.7765005,0.0,Swift BAT,
070520A,13:05:10,279817,193.255,75.005,2.2,18.100,2.50,0.54,0.44,0.15,"1.60, PL",0.33,0.45567983,0.0,Swift BAT,
070518,14:26:21,279592,254.219,55.289,1.8,5.500,1.62,0.24,0.68,0.13,"2.11, PL",0.25,0.251166,0.0,Swift BAT,
070517,11:20:58,279494,277.556,-62.305,1.9,7.600,2.15,0.35,0.95,0.17,"1.94, PL",0.25,0.3064944,0.0,Swift BAT,
070509,02:48:27,278903,237.874,-78.657,1.7,7.700,1.75,0.25,0.68,0.12,"2.33, PL",0.25,0.193977,0.0,Swift BAT,
070508,04:18:18,278854,312.832,-78.382,1.0,20.900,196.00,2.73,24.1,0.61,"1.1, CPL",-0.1/0.1,0.8131747,310.0,Swift BAT,
070506,05:35:58,278693,347.203,10.711,1.9,4.300,2.10,0.23,0.96,0.13,"1.73, PL",0.17,0.39166564,0.0,Swift BAT,
070429B,03:09:04,277582,328.006,-38.857,1.8,0.470,0.63,0.1,1.76,0.24,"1.72, PL",0.23,0.39625767,0.0,Swift BAT,
070429A,01:35:10,277571,297.695,-32.42,2.5,163.300,9.10,1.43,0.41,0.15,"2.10, PL",0.27,0.25412822,0.0,Swift BAT,
070427,08:31:09,277356,28.871,-27.603,1.0,11.100,7.20,0.36,1.34,0.13,"2.08, PL",0.10,0.26015654,0.0,Swift BAT,
070420,06:18:14,276321,121.245,-45.564,1.0,76.500,140.00,4.48,7.12,0.76,"1.2, CPL",-0.2/0.2,0.72452325,320.0,Swift BAT,
070419B,10:44:06,276212,315.709,-31.266,1.0,236.400,73.60,1.95,1.38,0.17,"1.66, PL",0.05,0.42494592,0.0,Swift BAT,
070419A,09:59:26,276205,182.755,39.903,2.3,115.600,5.58,0.83,0.2,0.1,"2.35, PL",0.25,0.18946639,0.0,Swift BAT,
070412,01:27:03,275119,181.525,40.133,1.5,33.800,4.84,0.66,0.66,0.12,"1.45, PL",0.20,0.5424288,0.0,Swift BAT,
070411,20:12:33,275087,107.342,1.061,1.5,121.500,27.00,1.55,0.91,0.13,"1.72, PL",0.10,0.39625767,0.0,Swift BAT,
070406,00:50:39,274153,198.956,16.53,3.3,1.200,0.36,0.12,0.37,0.11,"1.38, PL",0.60,0.588296,0.0,Swift BAT,
070330,22:51:31,273180,269.533,-63.799,1.9,9.000,1.83,0.31,0.88,0.14,"2.06, PL",0.22,0.26632604,0.0,Swift BAT,
070328,03:53:53,272773,65.113,-34.079,1.0,75.300,90.60,1.79,4.22,0.24,"1.24, PL",0.04,0.69179153,0.0,Swift BAT,
070318,07:28:56,271019,48.486,-42.95,1.0,74.600,24.80,1.12,1.76,0.15,"1.42, PL",0.08,0.5616379,0.0,Swift BAT,
070306,16:41:28,263361,148.154,10.44,2.7,209.500,53.80,2.86,4.07,0.21,"1.66, PL",0.10,0.42494592,0.0,Swift BAT,
070227,22:21:59,262347|Ground Analysis,120.578,-46.302,2.3,7,16.20,2.49,4.62,1.27,"1.53, PL",0.27,0.4943132,0.0,Swift BAT,
070224,20:27:58,261880,178.988,-13.355,2.0,34.500,3.05,0.51,0.34,0.11,"2.42, PL",0.30,0.17448062,0.0,Swift BAT,
070223,01:15:01,261664,153.453,43.132,1.2,88.500,17.00,1.2,0.69,0.15,"1.85, PL",0.12,0.34049097,0.0,Swift BAT,
070220,04:44:33,261299,34.8,68.8,1.0,129.000,104.00,2.33,5.88,0.29,"1.40, PL",0.04,0.5748147,0.0,Swift BAT,
070219,01:10:16,261132,260.22,69.345,1.9,16.600,3.19,0.44,0.67,0.13,"1.78, PL",0.22,0.36948106,0.0,Swift BAT,
070209,03:33:42,259803,46.213,-47.376,2.8,0.090,0.22,0.05,0.38,0.13,"1.00, PL",0.38,0.9,0.0,Swift BAT,
070208,09:10:34,259714,197.891,61.942,3.6,47.700,4.45,1.01,0.9,0.22,"1.94, PL",0.36,0.3064944,0.0,Swift BAT,
070129,23:35:10,258408,36.995,11.728,2.7,460.600,29.80,2.67,0.55,0.12,"2.01, PL",0.15,0.2823888,0.0,Swift BAT,
070110,07:22:42,255445,0.934,-52.978,1.1,88.400,16.20,1.08,0.6,0.12,"1.58, PL",0.12,0.46640354,0.0,Swift BAT,
070107,12:05:18,255029,159.422,-53.202,1.1,347.300,51.70,2.64,1.97,0.23,"1.33, PL",0.10,0.6233771,0.0,Swift BAT,
070103,20:46:39,254532,352.581,26.823,2.7,18.600,3.38,0.46,1.04,0.15,"1.95, PL",0.21,0.30293033,0.0,Swift BAT,
061222B,04:11:02,252593,105.353,-25.866,1.2,40.000,22.40,1.83,1.59,0.36,"1.97, PL",0.13,0.2959244,0.0,Swift BAT,
061222A,03:28:52,252588,358.254,46.524,1.2,71.400,79.90,1.58,8.53,0.26,"1.35, PL",0.04,0.609104,0.0,Swift BAT,
061218,04:05:06,251863,149.26,-35.217,3.5,6.500,0.41,0.15,0.26,0.12,"2.75, PL",0.63,0.11819919,0.0,Swift BAT,
061217,03:40:08,251634,160.403,-21.152,2.2,0.210,0.42,0.07,1.49,0.24,"0.86, PL",0.30,1.0718691,0.0,Swift BAT,
061210,12:20:39,243690,144.521,15.613,2.3,85.300,11.10,1.76,5.31,0.47,"1.56, PL",0.28,0.47737595,0.0,Swift BAT,
061202,08:11:45,241963,105.255,-74.602,4.0,91.200,34.20,1.33,2.51,0.17,"1.58, PL",0.07,0.46640354,0.0,Swift BAT,
061201,15:58:37,241840,332.079,-74.568,1.2,0.760,3.34,0.27,3.86,0.31,"0.81, PL",0.15,1.1351923,0.0,Swift BAT,
061126,08:47:56,240766,86.615,64.204,1.0,70.800,67.70,2.21,9.76,0.38,"1.32, PL",0.06,0.6306367,0.0,Swift BAT,
061121,15:22:29,239899,147.228,-13.188,1.0,81.300,137.00,1.99,21.1,0.46,"1.41, PL",0.03,0.5681886,0.0,Swift BAT,
061110B,21:58:46,238174,323.912,6.872,1.6,134.000,13.30,1.21,0.45,0.11,"1.03, PL",0.16,0.88150305,0.0,Swift BAT,
061110A,11:47:21,238108,336.284,-2.252,1.1,40.700,10.60,0.76,0.53,0.12,"1.67, PL",0.12,0.4200262,0.0,Swift BAT,
061102,01:00:31,236430,148.394,-17.022,2.6,45.600,2.79,0.67,0.23,0.05,"1.56, PL",0.37,0.47737595,0.0,Swift BAT,
061028,01:26:22,235715,97.193,46.29,2.5,106.200,9.66,1.72,0.65,0.19,"1.73, PL",0.30,0.39166564,0.0,Swift BAT,
061021,15:39:08,234905,145.146,-21.953,1.0,46.200,29.60,1.01,6.11,0.27,"1.30, PL",0.06,0.64540666,0.0,Swift BAT,
061019,04:19:07,234516,91.675,29.527,3.1,183.800,25.90,4.05,2.12,0.44,"1.92, PL",0.26,0.3137472,0.0,Swift BAT,
061007,10:08:09,232683,46.299,-50.496,1.0,75.300,444.00,5.62,14.6,0.37,"1.03, PL",0.03,0.88150305,0.0,Swift BAT,
061006,16:45:51,232585,110.998,-79.195,1.8,129.900,14.20,1.42,5.24,0.21,"1.72, PL",0.17,0.39625767,0.0,Swift BAT,
061004,19:50:31,232339,97.795,-45.903,1.0,6.200,5.66,0.31,2.54,0.16,"1.81, PL",0.10,0.3567701,0.0,Swift BAT,
061002,01:03:30,231974,220.356,48.726,1.7,17.600,6.77,0.81,0.81,0.26,"1.76, PL",0.21,0.3782021,0.0,Swift BAT,
060929,19:55:01,231702,263.148,29.825,2.8,554.000,8.30,2.3,0.42,0.13,"1.83, PL",0.44,0.3485368,0.0,Swift BAT,
060927,14:07:35,231362,329.547,5.37,1.0,22.500,11.30,0.68,2.7,0.17,"0.9, CPL",-0.4/0.4,1.0237263,290.0,Swift BAT,
060926,16:48:42,231231,263.926,13.039,1.4,8.000,2.19,0.25,1.09,0.14,"2.54, PL",0.23,0.15146941,0.0,Swift BAT,
060923C,13:33:03,230711,346.122,3.943,2.1,75.800,15.80,2.24,0.96,0.36,"2.27, PL",0.24,0.2081554,0.0,Swift BAT,
060923B,11:38:06,230702,238.193,-30.907,1.6,8.600,4.80,0.62,1.52,0.33,"2.50, PL",0.25,0.15878503,0.0,Swift BAT,
060923A,05:12:15,230662,254.623,12.341,2.1,51.700,8.69,1.33,1.32,0.26,"1.70, PL",0.23,0.4056016,0.0,Swift BAT,
060919,07:48:39,230115,276.9,-50.994,1.6,9.100,5.46,0.64,2.12,0.3,"1.85, PL",0.19,0.34049097,0.0,Swift BAT,
060912A,13:55:54,229185,5.285,20.971,1.0,5.000,13.50,0.62,8.58,0.44,"1.74, PL",0.09,0.3871261,0.0,Swift BAT,
060908,08:57:22,228581,31.828,0.335,1.1,19.300,28.00,1.11,3.03,0.25,"1.0, CPL",-0.3/0.3,0.9,300.0,Swift BAT,
060906,08:32:47,228316,40.709,30.362,2.5,43.500,22.10,1.36,1.97,0.28,"2.03, PL",0.11,0.27585205,0.0,Swift BAT,
060904B,02:31:04,228006,58.218,-0.729,1.0,171.500,16.20,1.43,2.44,0.21,"1.64, PL",0.14,0.4349564,0.0,Swift BAT,
060904A,01:03:21,227996,237.731,44.984,1.5,80.100,77.20,1.51,4.87,0.2,"1.55, PL",0.04,0.48295715,0.0,Swift BAT,
060825,02:59:58,226382,18.132,55.796,1.0,8.000,9.63,0.48,2.66,0.17,"1.2, CPL",-0.3/0.3,0.72452325,320.0,Swift BAT,
060814,23:02:19,224552,221.338,20.591,1.0,145.300,146.00,2.39,7.27,0.29,"1.53, PL",0.03,0.4943132,0.0,Swift BAT,
060813,22:50:23,224364,111.89,-29.844,1.0,16.100,54.60,1.4,8.84,0.39,"1.0, CPL",-0.2/0.2,0.9,300.0,Swift BAT,
060807,14:41:35,223217,252.52,31.591,1.8,54.000,8.48,1.09,0.83,0.16,"1.58, PL",0.21,0.46640354,0.0,Swift BAT,
060805A,04:47:49,222683,220.928,12.58,2.7,5.300,0.72,0.2,0.34,0.11,"2.20, PL",0.42,0.22599503,0.0,Swift BAT,
060804,07:28:20,222546,112.219,-27.225,1.9,17.800,5.98,0.99,1.13,0.29,"1.73, PL",0.26,0.39166564,0.0,Swift BAT,
060801,12:16:15,222154,212.989,16.988,1.8,0.490,0.80,0.1,1.27,0.16,"0.47, PL",0.24,1.6749514,0.0,Swift BAT,
060729,19:12:29,221755,95.287,-62.221,4.1,115.300,26.10,2.11,1.17,0.13,"1.75, PL",0.14,0.38263845,0.0,Swift BAT,
060719,06:50:37,220020,18.42,-48.381,1.3,66.900,15.00,0.91,2.16,0.2,"1.91, PL",0.11,0.31743684,0.0,Swift BAT,
060717,09:07:39,219646,170.857,28.982,2.6,3.000,0.65,0.16,0.54,0.11,"1.70, PL",0.37,0.4056016,0.0,Swift BAT,
060714,15:12:00,219101,227.855,-6.544,1.5,115.000,28.30,1.67,1.28,0.13,"1.93, PL",0.11,0.3100999,0.0,Swift BAT,
060712,21:07:44,218582,184.067,35.54,2.2,26.300,12.40,2.17,1.64,0.6,"1.62, PL",0.33,0.44519925,0.0,Swift BAT,
060708,12:15:59,217805,7.831,-33.751,1.0,10.200,4.94,0.37,1.94,0.14,"1.68, PL",0.12,0.41516268,0.0,Swift BAT,
060707,21:30:19,217704,357.069,-17.904,1.4,66.200,16.00,1.51,1.01,0.23,"0.6, CPL",-0.6/0.7,1.4438692,260.0,Swift BAT,
060614,12:43:49,214805,320.877,-53.027,1.0,108.700,204.00,3.63,11.5,0.74,"2.02, PL",0.04,0.27910155,0.0,Swift BAT,
060607B,23:32:44,213934,42.043,14.755,1.1,31.100,16.40,1.17,1.46,0.25,"1.65, PL",0.12,0.42992243,0.0,Swift BAT,
060607A,05:12:13,213823,329.705,-22.496,1.0,102.200,25.50,1.12,1.4,0.13,"1.47, PL",0.08,0.52998394,0.0,Swift BAT,
060605,18:15:45,213630,322.128,-6.071,1.9,79.100,6.97,0.9,0.46,0.12,"1.55, PL",0.20,0.48295715,0.0,Swift BAT,
060604,18:19:00,213486,337.224,-10.945,3.7,95.000,4.02,1.06,0.34,0.13,"2.01, PL",0.42,0.2823888,0.0,Swift BAT,
060602A,21:32:12,213180,149.579,0.314,1.6,75.000,16.10,1.57,0.56,0.2,"1.25, PL",0.16,0.68383884,0.0,Swift BAT,
060526,16:28:30,211957,232.834,0.288,1.4,298.200,12.60,1.65,1.67,0.18,"2.01, PL",0.24,0.2823888,0.0,Swift BAT,
060522,02:11:19,211117,322.954,2.895,1.5,71.100,11.40,1.11,0.55,0.15,"1.56, PL",0.15,0.47737595,0.0,Swift BAT,
060516,06:43:35,210254,71.17,-18.126,2.4,161.600,10.20,1.58,0.34,0.23,"2.19, PL",0.25,0.22866389,0.0,Swift BAT,
060515,02:27:53,210084,127.277,73.561,1.5,52.000,14.10,1.28,0.82,0.2,"1.14, PL",0.15,0.7765005,0.0,Swift BAT,
060512,23:13:21,209755,195.748,41.209,1.9,8.500,2.32,0.4,0.88,0.2,"2.48, PL",0.30,0.16257283,0.0,Swift BAT,
060510B,08:22:15,209352,239.259,78.591,1.9,275.200,40.70,1.76,0.57,0.11,"1.78, PL",0.08,0.36948106,0.0,Swift BAT,
060510A,07:43:28,209351,95.86,-1.163,1.3,20.400,80.50,3.12,14.7,1.13,"1.57, PL",0.07,0.47185832,0.0,Swift BAT,
060507,01:53:12,208870,89.911,75.25,1.1,183.300,44.50,2.3,1.27,0.22,"1.83, PL",0.09,0.3485368,0.0,Swift BAT,
060505,06:36:01,208654,331.772,-27.815,3.9,~4,9.44,1.71,2.65,0.63,"1.29, PL",0.28,0.65291893,0.0,Swift BAT,
060502B,17:24:41,208275,278.927,52.618,2.4,0.131,0.40,0.05,0.62,0.12,"0.98, PL",0.19,0.93374014,0.0,Swift BAT,
060502A,03:03:32,208169,240.937,66.604,1.0,28.400,23.10,1.02,1.69,0.21,"1.46, PL",0.08,0.53617084,0.0,Swift BAT,
060501,08:14:59,208050,328.374,44.002,1.3,21.900,12.20,1.03,1.98,0.26,"1.45, PL",0.14,0.5424288,0.0,Swift BAT,
060428B,08:54:39,207399,235.369,62.016,1.6,57.900,8.23,0.81,0.66,0.15,"0.8, CPL",-1.2/1.6,1.148292,280.0,Swift BAT,
060428A,03:22:48,207364,123.54,-37.167,1.0,39.500,13.90,0.78,2.28,0.2,"2.03, PL",0.11,0.27585205,0.0,Swift BAT,
060427,11:43:11,207281,124.177,62.657,2.1,64.000,4.99,0.88,0.27,0.13,"1.87, PL",0.29,0.3326284,0.0,Swift BAT,
060424,04:16:20,206773,7.359,36.787,1.7,37.500,6.76,0.81,1.61,0.19,"1.71, PL",0.19,0.40090278,0.0,Swift BAT,
060421,00:39:23,206257,343.629,62.73,1.0,12.200,12.50,0.57,2.94,0.18,"1.55, PL",0.08,0.48295715,0.0,Swift BAT,
060418,03:06:08,205851,236.431,-3.64,1.0,103.100,83.30,2.53,6.52,0.35,"1.70, PL",0.06,0.4056016,0.0,Swift BAT,
060413,18:40:23,205096,291.287,13.746,1.9,147.700,35.60,1.47,0.93,0.12,"1.68, PL",0.08,0.41516268,0.0,Swift BAT,
060403,13:12:17,203755,282.338,8.327,1.0,30.100,13.50,0.73,0.95,0.13,"1.08, PL",0.09,0.8321463,0.0,Swift BAT,
060323,14:32:36,202505,174.421,50.0,1.4,25.400,6.22,0.67,0.78,0.15,"1.54, PL",0.18,0.48860267,0.0,Swift BAT,
060322,23:00:21,202442,274.23,-36.71,1.1,221.500,52.20,2.56,2.08,0.2,"1.1, CPL",-0.4/0.3,0.8131747,310.0,Swift BAT,
060319,00:55:43,202035,176.379,60.038,2.0,10.600,2.64,0.34,1.09,0.14,"2.33, PL",0.25,0.193977,0.0,Swift BAT,
060313,00:12:06,201487,66.625,-10.858,1.0,0.740,11.30,0.45,12.1,0.45,"0.70, PL",0.07,1.2877556,0.0,Swift BAT,
060312,01:36:13,201391,45.78,12.827,1.0,50.600,19.70,0.91,1.53,0.14,"1.88, PL",0.09,0.3287646,0.0,Swift BAT,
060306,00:49:11,200638,41.097,-2.163,1.0,61.200,21.30,1.18,5.97,0.35,"1.80, PL",0.10,0.36095843,0.0,Swift BAT,
060223B,19:41:05,192152,254.238,-30.812,1.0,10.300,16.00,0.56,2.87,0.2,"1.49, PL",0.07,0.51782054,0.0,Swift BAT,
060223A,06:04:24,192059,55.186,-17.134,1.2,11.300,6.73,0.48,1.35,0.18,"1.74, PL",0.12,0.3871261,0.0,Swift BAT,
060219,22:48:05,191512,241.851,32.309,2.1,62.100,4.28,0.8,0.56,0.17,"2.56, PL",0.34,0.14793764,0.0,Swift BAT,
060218,03:34:31,191157,50.38,16.91,2.5,~2100,15.70,1.52,0.25,0.11,"2.26, PL",0.17,0.21061602,0.0,Swift BAT,
060211B,15:55:15,181156,75.085,14.959,1.8,27.700,4.38,0.59,0.73,0.13,"1.57, PL",0.21,0.47185832,0.0,Swift BAT,
060211A,09:39:11,181126,58.381,21.489,1.5,126.300,15.70,1.37,0.42,0.12,"0.9, CPL",-0.5/0.6,1.0237263,290.0,Swift BAT,
060210,04:58:50,180977,57.727,27.015,1.0,255.000,76.60,4.09,2.72,0.28,"1.53, PL",0.09,0.4943132,0.0,Swift BAT,
060206,04:46:53,180455,202.933,35.046,1.0,7.600,8.31,0.42,2.79,0.17,"1.2, CPL",-0.3/0.3,0.72452325,320.0,Swift BAT,
060204B,14:34:24,180241,211.805,27.675,1.0,139.400,29.50,1.78,1.35,0.15,"0.8, CPL",-0.4/0.4,1.148292,280.0,Swift BAT,
060203,23:55:35,180151,103.463,71.841,1.8,68.200,8.98,1.28,0.6,0.19,"1.61, PL",0.23,0.4504095,0.0,Swift BAT,
060202,08:40:55,179968,35.809,38.377,2.1,198.900,21.30,1.65,0.51,0.17,"1.71, PL",0.13,0.40090278,0.0,Swift BAT,
060124,15:54:52,178750,77.097,69.727,1.6,~750,4.61,0.53,0.89,0.18,"1.84, PL",0.19,0.3444907,0.0,Swift BAT,
060117,06:50:02,177666,327.912,-59.982,1.0,16.900,202.00,3.71,48.3,1.56,"1.5, CPL",-0.1/0.1,0.5118424,350.0,Swift BAT,
060116,08:37:27,177533,84.698,-5.438,1.7,105.900,24.10,2.61,1.11,0.32,"1.43, PL",0.18,0.55516154,0.0,Swift BAT,
060115,13:08:01,177408,54.007,17.339,2.0,139.600,17.10,1.5,0.87,0.12,"1.0, CPL",-0.5/0.6,0.9,300.0,Swift BAT,
060111B,20:15:43,176918,286.456,70.38,1.5,58.800,16.00,1.42,1.4,0.27,"1.01, PL",0.17,0.9020432,0.0,Swift BAT,
060111A,04:23:06,176818,276.193,37.6,1.0,13.200,12.00,0.58,1.71,0.15,"0.9, CPL",-0.3/0.3,1.0237263,290.0,Swift BAT,
060110,08:01:18,176702,72.737,28.428,1.0,26.000,15.70,0.7,1.89,0.16,"1.64, PL",0.08,0.4349564,0.0,Swift BAT,
060109,16:54:41,176620,282.735,32.011,3.0,115.400,6.55,1.03,0.47,0.12,"1.93, PL",0.24,0.3100999,0.0,Swift BAT,
060108,14:39:12,176453,147.013,31.935,1.3,14.300,3.69,0.37,0.77,0.12,"2.03, PL",0.17,0.27585205,0.0,Swift BAT,
060105,06:49:27,175942,297.485,46.356,1.0,54.400,176.00,3.04,7.44,0.36,"1.07, PL",0.04,0.84179485,0.0,Swift BAT,
060102,21:17:28,175603,328.839,-1.837,2.6,19.000,2.34,0.5,0.38,0.12,"1.23, PL",0.39,0.69983524,0.0,Swift BAT,
051227,18:07:16,174738,125.231,31.949,2.1,114.600,6.99,1.08,0.95,0.12,"1.45, PL",0.24,0.5424288,0.0,Swift BAT,
051221B,20:03:20,173904,312.378,53.041,1.6,39.900,9.17,1.04,0.54,0.2,"1.34, PL",0.19,0.61619985,0.0,Swift BAT,
051221A,01:51:16,173780,328.715,16.888,1.0,1.400,11.50,0.35,12.0,0.39,"1.39, PL",0.06,0.58151686,0.0,Swift BAT,
051213,07:13:04,172516,252.084,-59.233,1.8,71.100,7.82,1.03,0.48,0.14,"1.63, PL",0.20,0.44004846,0.0,Swift BAT,
051210,05:46:21,171931,330.192,-57.622,1.9,1.300,0.85,0.14,0.75,0.12,"1.06, PL",0.28,0.85155356,0.0,Swift BAT,
051117B,13:22:54,164279,85.205,-19.286,2.4,9.000,1.77,0.37,0.49,0.14,"1.53, PL",0.31,0.4943132,0.0,Swift BAT,
051117A,10:51:20,164268,228.398,30.868,1.0,136.300,43.40,1.55,0.95,0.16,"1.82, PL",0.07,0.35262975,0.0,Swift BAT,
051114,04:11:28,163844|Ground Analysis,226.29,60.154,1.9,2.2,1.28,0.23,0.7,0.15,"1.21, PL",0.28,0.71620005,0.0,Swift BAT,
051113,15:22:35,163765,187.242,-26.395,1.4,93.300,25.60,2.14,2.25,0.32,"1.72, PL",0.14,0.39625767,0.0,Swift BAT,
051111,05:59:41,163438,348.136,18.367,1.0,46.100,40.80,1.34,2.66,0.21,"1.32, PL",0.06,0.6306367,0.0,Swift BAT,
051109B,08:39:39,163170,345.469,38.663,2.0,14.300,2.56,0.41,0.55,0.13,"1.97, PL",0.24,0.2959244,0.0,Swift BAT,
051109A,01:12:21,163136,330.316,40.85,1.9,37.200,22.00,2.72,3.94,0.69,"1.51, PL",0.20,0.50593233,0.0,Swift BAT,
051105A,06:26:41,162580,265.279,34.916,2.6,0.093,0.22,0.04,0.32,0.12,"1.22, PL",0.30,0.7079711,0.0,Swift BAT,
051021B,23:31:54,160672,126.059,-45.534,1.3,46.500,8.35,0.91,0.8,0.14,"0.6, CPL",-0.6/0.8,1.4438692,260.0,Swift BAT,
051016B,18:28:09,159994,132.123,13.629,1.6,4.000,1.70,0.22,1.3,0.16,"2.40, PL",0.23,0.17863843,0.0,Swift BAT,
051016A,05:23:31,159913,122.814,-18.299,2.0,23.000,8.37,1.38,1.39,0.38,"1.89, PL",0.27,0.32494506,0.0,Swift BAT,
051012,17:05:54,159413|Ground Analysis|20017,270.513,-52.799,2.2,13,3.04,0.42,0.53,0.13,"2.19, PL",0.24,0.22866389,0.0,Swift BAT,
051008,16:33:21,158855,202.865,42.103,1.0,>32,50.90,1.45,5.44,0.35,"1.13, PL",0.05,0.7855134,0.0,Swift BAT,
051006,20:30:33,158593,110.807,9.51,1.4,34.800,13.40,1.41,1.62,0.3,"1.51, PL",0.17,0.50593233,0.0,Swift BAT,
051001,11:11:36,157870,350.984,-31.515,2.3,189.100,17.40,1.47,0.49,0.11,"2.05, PL",0.15,0.26946473,0.0,Swift BAT,
050925,09:04:34,156838,303.49,34.329,1.4,0.070,0.76,0.09,10.0,1.19,"0.4, CPL",-0.9/1.1,1.8140942,240.0,Swift BAT,
050922C,19:55:50,156467,317.383,-8.764,1.0,4.500,16.20,0.54,7.26,0.32,"1.37, PL",0.06,0.595153,0.0,Swift BAT,
050922B,15:02:00,156434,5.79,-5.607,2.6,150.900,22.30,3.56,1.01,0.36,"2.17, PL",0.26,0.23409536,0.0,Swift BAT,
050916,16:35:52,155408,135.979,-51.406,2.9,49.500,9.29,1.27,0.65,0.23,"1.76, PL",0.21,0.3782021,0.0,Swift BAT,
050915B,21:23:04,155284,219.109,-67.411,1.0,40.900,33.80,1.37,2.31,0.21,"1.4, CPL",-0.3/0.3,0.5748147,340.0,Swift BAT,
050915A,11:22:42,155242,81.688,-28.014,1.4,52.000,8.50,0.88,0.77,0.14,"1.39, PL",0.17,0.58151686,0.0,Swift BAT,
050911,15:59:34,154630,13.71,-38.856,2.4,16.200,3.17,0.58,1.33,0.2,"1.84, PL",0.28,0.3444907,0.0,Swift BAT,
050908,05:42:31,154112,20.457,-12.95,1.5,19.400,4.83,0.51,0.7,0.14,"1.88, PL",0.17,0.3287646,0.0,Swift BAT,
050904,01:51:44,153514,13.77,14.189,2.7,174.200,48.30,1.8,0.62,0.17,"1.25, PL",0.07,0.68383884,0.0,Swift BAT,
050827,18:57:15,152325,64.294,18.219,1.0,50.000,21.00,1.21,1.84,0.2,"1.38, PL",0.10,0.588296,0.0,Swift BAT,
050826,06:18:10,152113,87.761,-2.658,2.0,35.500,4.13,0.72,0.38,0.13,"1.16, PL",0.31,0.7587793,0.0,Swift BAT,
050824,23:12:16,151905,12.264,22.602,2.1,22.600,2.66,0.52,0.5,0.15,"2.76, PL",0.38,0.116809644,0.0,Swift BAT,
050822,03:49:29,151486,51.106,-46.03,1.7,103.400,24.60,1.72,2.24,0.22,"2.37, PL",0.14,0.18505947,0.0,Swift BAT,
050820B,23:50:27,151334,135.607,-72.64,1.0,12.000,20.60,0.58,3.95,0.18,"0.6, CPL",-0.2/0.2,1.4438692,260.0,Swift BAT,
050820A,06:34:53,151207,337.416,19.56,1.1,26,34.40,2.42,2.45,0.23,"1.25, PL",0.12,0.68383884,0.0,Swift BAT,
050819,16:23:55,151131,358.751,24.871,2.0,37.700,3.50,0.55,0.38,0.12,"2.71, PL",0.29,0.12392293,0.0,Swift BAT,
050815,17:25:19,150532,293.584,9.139,1.9,2.900,0.79,0.15,0.55,0.12,"0.9, CPL",-1.4/1.9,1.0237263,290.0,Swift BAT,
050814,11:38:57,150314,264.196,46.324,2.0,150.900,20.10,2.2,0.71,0.25,"1.80, PL",0.17,0.36095843,0.0,Swift BAT,
050813,06:45:10,150139,242.001,11.244,2.8,0.450,0.44,0.11,0.94,0.23,"1.28, PL",0.37,0.6605173,0.0,Swift BAT,
050803,19:14:00,148833,350.65,5.788,1.2,87.900,21.50,1.35,0.96,0.11,"1.38, PL",0.11,0.588296,0.0,Swift BAT,
050802,10:08:02,148646,219.283,27.799,1.3,19.000,20.00,1.57,2.75,0.44,"1.54, PL",0.13,0.48860267,0.0,Swift BAT,
050801,18:28:02,148522,204.144,-21.93,1.5,19.400,3.10,0.48,1.46,0.14,"1.99, PL",0.25,0.2890784,0.0,Swift BAT,
050730,19:58:23,148225,212.069,-3.754,1.3,156.500,23.80,1.52,0.55,0.14,"1.53, PL",0.11,0.4943132,0.0,Swift BAT,
050726,05:00:18,147788,200.024,-32.064,1.8,49.900,19.40,2.12,1.38,0.38,"0.90, PL",0.21,1.0237263,0.0,Swift BAT,
050724,12:34:09,147478,246.175,-27.526,1.9,96.000,9.98,1.2,3.26,0.3,"1.89, PL",0.22,0.32494506,0.0,Swift BAT,
050721,04:29:14,146970,253.453,-28.386,1.9,98.400,36.20,3.16,2.24,0.46,"1.90, PL",0.15,0.3211693,0.0,Swift BAT,
050717,10:30:52,146372,214.348,-50.541,1.0,85.000,63.10,1.75,6.23,0.31,"1.30, PL",0.05,0.64540666,0.0,Swift BAT,
050716,12:36:04,146227,338.593,38.683,1.0,69.100,61.70,2.43,2.18,0.35,"0.8, CPL",-0.3/0.3,1.148292,280.0,Swift BAT,
050715,22:30:26,146129,155.641,-0.029,1.3,51.600,14.90,1.38,1.05,0.14,"1.60, PL",0.15,0.45567983,0.0,Swift BAT,
