Common_Key,fluence_channel_1,error_fluence_channel_1,fluence_channel_2,error_fluence_channel_2,fluence_channel_3,error_fluence_channel_3,fluence_channel_4,error_fluence_channel_4,epeak,epeak_error,alpha,alpha_error,beta,beta_error,amplitude,amplitude_error,peak_flux_64ms,error_peak_flux_64ms,time_peak_flux_64ms,peak_flux_256ms,error_peak_flux_256ms,time_peak_flux_256ms,peak_flux_1024ms,error_peak_flux_1024ms,time_peak_flux_1024ms,T50,T50 Uncertainty,T50 Start Time,T90,T90 Uncertainty,T90 Start Time
2167,7.5519e-09,1.9227e-09,1.9836e-08,2.0236e-09,1.0649e-07,5.6561e-09,5.3982e-07,1.101e-07,201.1,115.0,0.0802,1.39,-1.976,0.449,0.004393,0.00605,4.882,0.355,0.0,1.984,0.137,0.192,0.529,0.056,0.256,0.128,0.091,-0.064,0.128,0.091,-0.064
2181,3.3097e-07,2.0047e-08,3.7803e-07,1.7547e-08,1.0873e-06,4.927e-08,7.2611e-07,6.0476e-07,248.7,69.5,-1.077,0.223,-2.732,1.51,0.005157,0.00115,0.901,0.208,2.112,0.737,0.101,2.304,0.625,0.049,2.688,18.176,1.358,1.6,96.704,2.521,-12.288
2187,1.5777e-07,2.2252e-08,1.4615e-07,2.0328e-08,3.7114e-07,4.7384e-08,1.9724e-07,4.971e-07,331.6,512.0,-1.531,0.456,-5.463,3.17,0.00198,0.000874,0.505,0.253,0.704,0.417,0.124,0.832,0.283,0.06,0.896,8.0,0.453,-0.064,22.528,2.29,-3.072
2189,1.5205e-07,1.4645e-08,4.3607e-07,1.7822e-08,9.6924e-07,4.7122e-08,2.5928e-07,4.0394e-07,155.3,14.7,1.09,0.682,-5.296,12.0,0.02289,0.0146,0.706,0.224,6.016,0.525,0.107,7.104,0.426,0.053,6.976,8.832,0.59,3.584,20.544,1.943,-0.448
2191,2.3415e-07,2.16e-08,2.7276e-07,2.3199e-08,1.0216e-06,5.7145e-08,3.0703e-06,7.86e-07,151.7,197.0,-1.219,0.884,-1.81,0.108,0.007784,0.00974,1.104,0.294,1.408,0.831,0.141,1.472,0.761,0.07,1.472,7.36,0.932,1.28,25.28,3.051,-0.512
2193,6.0952e-07,2.4629e-08,1.9965e-06,2.9302e-08,1.1367e-05,8.0864e-08,1.3233e-05,7.8852e-07,324.2,19.2,0.6835,0.174,-3.105,0.467,0.01497,0.00156,1.784,0.259,12.8,1.546,0.127,12.992,1.483,0.063,13.184,42.304,0.716,12.928,135.168,2.886,3.136
2201,7.518e-09,3.5075e-09,1.4584e-08,2.981e-09,7.2679e-08,8.4345e-09,2.1736e-07,1.0675e-07,275.8,320.0,-0.276,1.64,-1.888,0.824,0.001728,0.00251,1.893,0.268,0.0,1.261,0.124,0.064,0.371,0.054,0.576,0.129,0.012,-0.132,0.38,0.065,-0.32
2203,2.2388e-07,1.8043e-08,2.4677e-07,1.5846e-08,6.725e-07,4.1045e-08,1.0448e-06,5.0496e-07,195.4,50.7,-1.329,0.201,-2.521,0.707,0.007369,0.0016,1.854,0.28,0.768,1.364,0.131,0.96,1.134,0.063,1.152,3.264,0.405,0.192,15.104,3.392,-2.048
2204,1.3133e-07,1.4368e-08,1.5473e-07,1.7394e-08,3.3309e-07,4.8249e-08,3.8899e-07,7.0217e-07,101.5,16.6,-0.472,0.637,-2.862,0.785,0.01371,0.0118,0.88,0.233,0.064,0.72,0.112,0.256,0.496,0.054,0.832,11.2,2.096,-3.072,23.04,2.073,-9.216
2205,2.8235e-09,1.1166e-08,1.0243e-08,1.2654e-08,7.0893e-08,3.5449e-08,1.1698e-06,6.6371e-07,157.5,79.8,1.044,2.62,-2.123,0.596,0.008684,0.0238,0.937,0.231,-0.064,0.857,0.113,0.064,0.29,0.051,0.768,0.576,0.202,-0.128,1.152,0.607,-0.256
2206,7.0019e-09,2.823e-09,1.3665e-08,3.2597e-09,1.2106e-07,9.8067e-09,1.7381e-07,1.1686e-07,408.2,173.0,-0.09506,0.6,-9.537,2.64,0.002117,0.000809,1.909,0.297,0.0,1.392,0.138,0.192,0.522,0.06,0.576,0.203,0.035,-0.023,0.602,0.114,-0.139
2211,7.9261e-07,3.4651e-08,1.163e-06,3.4994e-08,4.9862e-06,8.7445e-08,7.994e-06,9.3977e-07,404.2,46.0,-0.2785,0.144,-4.957,17.6,0.009107,0.000885,1.636,0.261,4.608,1.397,0.127,5.12,1.229,0.062,5.952,68.032,0.41,7.872,84.224,0.63,1.216
2213,8.7952e-07,3.1632e-08,1.2536e-06,3.2642e-08,3.5403e-06,8.6599e-08,3.6226e-06,1.0841e-06,392.4,26.6,-0.6568,0.0621,-2.881,0.432,0.02713,0.00126,4.663,0.374,1.6,4.591,0.185,1.792,4.122,0.089,1.92,51.648,0.202,1.664,61.888,0.32,0.064
2217,2.1093e-08,2.808e-09,2.9111e-08,3.0864e-09,4.1386e-07,1.1004e-08,4.1564e-06,2.077e-07,770.8,111.0,0.06182,0.163,-3.178,2.08,0.00387,0.000256,3.563,0.314,0.384,3.015,0.149,0.448,1.615,0.062,0.832,0.321,0.029,0.135,0.656,0.029,-0.024
2219,3.981e-07,1.9881e-08,4.1174e-07,1.736e-08,9.8718e-07,5.0071e-08,0.0,5.754e-07,136.7,21.2,-0.9624,0.26,-2.471,0.341,0.01327,0.00427,1.959,0.262,2.88,1.621,0.125,3.008,1.159,0.058,3.392,4.224,0.59,1.792,11.2,1.909,-0.896
2220,7.1227e-09,3.2153e-09,2.03e-08,3.1008e-09,7.7977e-08,7.6019e-09,2.4883e-07,7.9709e-08,374.4,370.0,-1.011,0.616,-2.276,1.69,0.001715,0.00086,2.228,0.262,0.0,1.432,0.119,0.128,0.432,0.052,0.192,0.123,0.024,-0.106,0.951,0.322,-0.832
2228,2.2214e-06,2.4525e-08,4.1449e-06,3.3025e-08,1.2387e-05,8.4872e-08,9.6826e-06,8.0383e-07,226.0,9.86,-0.6502,0.0619,-2.652,0.147,0.04634,0.00281,9.232,0.448,32.832,8.105,0.211,32.96,5.205,0.088,33.28,30.272,1.611,25.152,90.112,1.669,5.184
2230,7.7618e-08,2.055e-08,8.1441e-08,1.6787e-08,2.1062e-07,4.4207e-08,0.0,6.9522e-07,133.5,27.9,1.723,1.84,-2.655,0.611,0.03744,0.0749,0.563,0.194,-0.768,0.378,0.093,-0.768,0.276,0.045,0.0,4.864,1.056,-4.096,7.36,2.166,-5.12
2232,1.0116e-06,2.1688e-08,1.4524e-06,2.0973e-08,4.9951e-06,5.9046e-08,4.6289e-06,6.8341e-07,202.6,8.3,-0.6725,0.0641,-2.756,0.175,0.04859,0.00318,6.65,0.384,49.856,6.018,0.184,49.92,5.204,0.087,47.296,6.4,0.143,43.264,56.512,3.265,1.088
2233,9.0032e-08,1.7672e-08,1.0621e-07,1.9252e-08,3.2809e-07,4.6034e-08,1.8632e-06,8.3117e-07,217.0,63.0,-0.2855,0.747,-7.546,1.14,0.003155,0.00196,0.498,0.21,-0.448,0.317,0.101,-0.448,0.227,0.049,-0.192,6.4,1.664,-2.24,14.208,4.222,-4.096
2240,4.2357e-07,2.5132e-08,4.745e-07,2.7807e-08,1.0278e-06,6.8463e-08,0.0,6.5057e-07,176.1,68.6,-1.583,0.253,-3.48,14.4,0.004046,0.00108,0.813,0.247,4.672,0.598,0.12,4.736,0.507,0.059,4.928,20.8,1.056,1.856,42.208,3.328,-7.168
2244,3.9886e-07,5.2176e-08,7.2265e-07,4.3464e-08,2.0817e-06,1.1037e-07,0.0,7.045e-07,113.9,30.0,-0.5719,0.837,-2.517,0.523,0.008797,0.00944,0.557,0.201,233.344,0.474,0.099,233.408,0.376,0.049,233.408,229.76,2.009,8.64,261.792,5.41,-5.12
2254,1.1712e-07,1.2724e-08,1.887e-07,1.4162e-08,6.3805e-07,3.4844e-08,3.9496e-07,3.5879e-07,213.1,24.4,-0.0369,0.254,-2.173,0.147,0.0182,0.00445,1.751,0.251,0.448,1.638,0.122,0.576,1.416,0.059,1.024,1.92,0.143,0.512,5.44,0.516,0.064
2267,1.8253e-07,1.426e-08,3.447e-07,1.6489e-08,1.0841e-06,4.2859e-08,2.4051e-06,5.7645e-07,509.6,236.0,-1.17,0.145,-1.963,0.333,0.006217,0.000801,1.109,0.227,0.704,0.964,0.111,1.024,0.908,0.055,1.216,5.568,0.264,1.152,14.08,0.73,-0.192
2268,6.9309e-08,1.4181e-08,1.1541e-07,1.5122e-08,4.3872e-07,3.7434e-08,0.0,2.5957e-07,230.9,28.8,-0.6179,0.203,-3.757,3.58,0.008879,0.00162,2.528,0.28,0.256,2.349,0.137,0.32,1.294,0.059,0.704,0.416,0.011,0.022,1.954,0.129,-0.896
2277,3.6749e-07,3.1715e-08,5.5663e-07,3.024e-08,2.1809e-06,7.2082e-08,1.2781e-06,6.7846e-07,221.7,37.6,-0.6928,0.237,-2.582,0.572,0.00951,0.0022,1.328,0.242,64.192,1.166,0.119,64.384,1.004,0.058,64.576,36.416,2.759,26.944,69.504,1.684,-0.384
2283,0.0,1.6579e-08,1.2057e-08,1.38e-08,1.401e-07,3.9362e-08,1.9572e-06,8.4953e-07,365.0,183.0,1.537,2.17,-2.317,1.22,0.001058,0.000945,0.993,0.213,1.92,0.72,0.102,0.192,0.228,0.045,0.32,1.92,0.091,0.0,2.24,0.326,-0.064
2287,2.7555e-06,5.2151e-08,6.764e-06,7.249e-08,1.993e-05,1.8453e-07,8.6315e-06,1.6433e-06,232.9,18.4,-0.2642,0.141,-2.361,0.157,0.02439,0.00324,2.096,0.273,21.184,1.911,0.134,21.312,1.771,0.066,22.08,246.528,1.18,31.168,461.984,2.347,-8.192
2288,4.7646e-09,3.0467e-09,6.0938e-09,2.8048e-09,5.9409e-08,6.5925e-09,7.1664e-08,6.9958e-08,323.3,146.0,-0.1472,0.97,-6.104,245.0,0.00137,0.000808,0.902,0.207,-0.128,0.795,0.102,0.0,0.256,0.046,0.768,0.256,0.091,-0.192,0.448,0.091,-0.256
2298,7.2044e-07,3.1594e-08,8.6897e-07,2.8796e-08,2.6142e-06,7.3601e-08,4.6406e-07,5.8539e-07,94.68,37.7,0.4192,1.96,-1.993,0.149,0.0384,0.112,0.682,0.223,12.992,0.538,0.108,16.192,0.421,0.053,15.616,31.68,0.73,11.584,70.016,4.184,-0.384
2306,5.5239e-08,1.61e-08,2.4531e-07,1.7077e-08,7.5998e-07,4.4114e-08,2.2843e-06,5.3885e-07,260.0,60.2,-0.8824,0.224,-2.412,0.548,0.007448,0.00158,1.058,0.232,0.768,1.008,0.115,0.64,0.958,0.057,0.96,3.968,0.643,0.576,21.12,8.257,-0.256
2309,1.7063e-07,1.8156e-08,3.5902e-07,2.0296e-08,2.1841e-06,5.2373e-08,3.5812e-06,6.2682e-07,477.6,32.1,0.2444,0.13,-4.348,3.32,0.007898,0.000477,1.823,0.247,5.312,1.383,0.116,1.856,1.243,0.057,2.24,12.864,0.143,2.112,20.48,0.202,0.512
2310,2.6065e-07,3.2805e-08,2.1369e-07,2.7657e-08,5.6602e-07,6.801e-08,4.8118e-07,8.0645e-07,79.21,19.4,-1.223,0.875,-2.508,0.423,0.006742,0.00837,0.672,0.207,-0.96,0.523,0.1,-0.768,0.395,0.048,-0.384,14.624,1.056,-9.216,26.912,1.448,-17.408
2311,2.3034e-07,2.1938e-08,2.253e-07,2.346e-08,4.8736e-07,5.9132e-08,2.0512e-06,1.0959e-06,70.54,15.1,0.7693,2.17,-2.517,0.258,0.1346,0.471,0.93,0.248,0.0,0.749,0.122,0.064,0.58,0.059,0.512,8.928,1.118,-8.448,26.4,5.446,-19.712
2312,8.5729e-09,2.9307e-09,1.0532e-08,3.02e-09,1.0435e-07,8.4254e-09,4.5113e-07,1.3563e-07,651.2,454.0,-0.4368,0.495,-6.104,1.09,0.001336,0.000383,1.801,0.282,0.064,1.505,0.134,0.128,0.444,0.054,0.32,0.112,0.018,-0.048,0.272,0.133,-0.176
2315,7.2815e-07,3.1317e-08,1.1162e-06,2.6456e-08,3.5077e-06,6.7543e-08,1.494e-06,5.9024e-07,194.0,11.9,-0.575,0.132,-3.616,1.21,0.0218,0.00271,1.772,0.263,7.168,1.661,0.13,7.168,1.638,0.065,7.744,9.536,0.181,4.096,19.328,0.231,0.064
2316,5.7813e-06,5.5524e-08,6.7308e-06,5.6342e-08,2.0666e-05,1.4131e-07,2.0912e-05,1.2575e-06,197.7,19.8,-1.571,0.0548,-2.449,0.192,0.03408,0.00195,4.041,0.362,9.92,3.828,0.178,9.408,3.672,0.088,10.112,11.456,0.091,7.552,29.184,0.286,1.856
2317,1.2128e-07,3.4687e-09,2.2096e-07,4.5225e-09,4.2043e-07,1.0621e-08,2.8581e-08,5.4723e-08,102.2,4.74,-0.2157,0.215,-2.716,0.128,0.08649,0.0249,9.733,0.463,0.512,5.761,0.187,0.704,3.439,0.078,0.96,0.448,0.091,0.256,0.896,0.091,0.064
2320,7.6745e-08,3.592e-09,1.4104e-07,4.2788e-09,5.4185e-07,1.1219e-08,1.0273e-06,9.5619e-08,217.0,31.0,-0.8546,0.148,-2.104,0.121,0.01829,0.00293,11.034,0.468,0.064,7.95,0.206,0.192,3.07,0.075,0.96,0.248,0.011,0.029,0.608,0.041,-0.035
2321,1.0304e-06,2.17e-08,1.5117e-06,2.4169e-08,5.2809e-06,6.932e-08,1.7391e-06,6.308e-07,216.2,6.06,-0.5386,0.0531,-4.558,2.21,0.05665,0.00279,8.407,0.421,5.248,7.54,0.203,5.376,6.03,0.093,3.776,3.2,0.091,2.176,8.384,0.58,0.576
2324,7.1221e-07,4.0785e-08,1.588e-06,4.3195e-08,3.3768e-06,9.9205e-08,3.0467e-06,9.3539e-07,158.2,21.1,-0.2899,0.386,-2.678,0.432,0.01384,0.00569,1.004,0.218,10.048,0.825,0.106,11.136,0.686,0.052,11.84,27.456,0.81,1.664,92.704,3.746,-35.84
2328,1.2464e-06,2.9721e-08,1.5483e-06,3.3223e-08,2.8144e-06,8.3357e-08,2.5171e-06,9.9876e-07,216.5,33.8,-1.161,0.132,-2.747,0.781,0.01168,0.00163,1.709,0.268,6.08,1.566,0.132,6.144,1.366,0.064,6.144,17.536,0.668,4.864,53.984,1.448,-8.192
2329,4.6347e-06,1.7183e-08,1.1305e-05,3.8602e-08,5.4578e-05,1.2758e-07,0.00031066,1.776e-06,1693.0,120.0,-0.8375,0.0141,-8.722,3.81,0.135,0.00129,42.573,0.895,12.096,40.395,0.439,12.16,25.255,0.182,8.256,7.36,0.091,6.72,22.144,0.091,2.944
2330,2.8668e-08,3.4705e-09,4.9015e-08,3.4344e-09,3.2754e-07,9.1762e-09,1.3954e-06,9.6973e-08,497.6,156.0,-0.5259,0.257,-1.87,0.205,0.00433,0.00069,8.034,0.397,0.704,4.906,0.166,0.768,1.522,0.06,0.896,0.088,0.006,0.608,0.804,0.009,-0.036
2340,4.171e-07,2.4695e-08,7.2399e-07,2.1918e-08,1.6142e-06,5.9428e-08,1.336e-06,6.9391e-07,117.4,6.04,-0.3633,0.209,-3.3,0.545,0.03468,0.00875,1.774,0.243,15.232,1.606,0.119,14.336,1.373,0.058,14.976,11.584,0.143,3.584,22.464,0.091,0.448
2344,1.8571e-07,2.5239e-08,2.0674e-07,2.1764e-08,6.625e-07,5.7846e-08,7.2527e-06,1.1926e-06,356.1,156.0,-0.7905,0.424,-6.104,594.0,0.002286,0.000715,0.513,0.21,1.472,0.455,0.103,-0.704,0.323,0.05,-0.384,13.632,1.026,-2.288,31.52,3.543,-6.144
2345,3.0911e-07,2.5271e-08,5.4688e-07,2.7469e-08,1.5326e-06,7.2407e-08,3.1506e-06,9.6525e-07,163.7,15.1,-0.2297,0.225,-2.305,0.138,0.02899,0.00731,2.627,0.286,3.456,2.486,0.141,3.584,1.84,0.064,4.352,52.736,1.793,3.52,88.96,5.186,0.256
2349,9.1273e-08,1.4409e-08,1.2345e-07,1.6164e-08,2.1409e-07,4.129e-08,0.0,6.5743e-07,111.2,41.1,-0.05049,1.31,-2.195,0.321,0.01527,0.0276,0.591,0.233,-0.128,0.418,0.114,-0.128,0.374,0.056,0.384,1.696,0.279,-0.512,4.032,0.143,-1.024
2353,1.1284e-08,3.0464e-09,2.9384e-08,3.2445e-09,1.6869e-07,9.0495e-09,1.9786e-07,8.9694e-08,217.5,36.7,0.3624,0.55,-2.919,1.1,0.008527,0.00393,1.377,0.254,0.0,1.305,0.125,0.192,0.813,0.058,0.896,0.408,0.033,0.088,1.008,0.04,-0.056
2357,1.8109e-08,3.3401e-09,3.8841e-08,2.9436e-09,1.6559e-07,8.438e-09,1.2546e-07,7.862e-08,199.4,36.1,-0.345,0.406,-3.179,2.04,0.006889,0.00264,2.381,0.267,0.064,2.017,0.128,0.192,0.898,0.054,0.384,0.232,0.011,0.004,0.424,0.051,-0.092
2360,1.0358e-08,3.0331e-09,2.5414e-08,2.7473e-09,7.7862e-08,7.5938e-09,8.7108e-08,8.0534e-08,133.1,52.7,0.9883,2.03,-1.982,0.291,0.01823,0.0449,1.435,0.237,0.128,1.17,0.114,0.192,0.483,0.049,0.768,0.2,0.036,0.053,0.568,0.193,-0.027
2362,6.3944e-07,2.2323e-08,5.7434e-07,2.0306e-08,8.1129e-07,5.2774e-08,0.0,6.3489e-07,69.88,1.24,-0.2213,0.171,-3.698,0.228,0.208,0.0513,3.754,0.301,0.704,3.354,0.144,0.704,2.55,0.066,1.088,27.216,0.193,0.648,45.328,0.84,-0.2
2365,2.1479e-08,2.0311e-08,4.9971e-08,1.6785e-08,2.1016e-07,5.2519e-08,2.0394e-07,6.7195e-07,700.7,1.71,-1.112,0.639,-7.629,7.07,0.001309,0.000711,1.417,0.272,-0.192,0.994,0.128,-0.128,0.412,0.058,0.256,0.576,0.389,-0.704,1.536,0.604,-1.344
2367,1.5547e-07,1.7643e-08,2.0218e-07,1.4666e-08,5.291e-07,4.1177e-08,3.8011e-07,4.8465e-07,149.2,11.7,-0.8686,0.16,-3.628,2.0,0.01725,0.00305,4.6,0.348,0.32,4.078,0.166,0.512,2.188,0.069,0.704,6.336,0.707,0.192,18.816,0.643,-0.32
2368,3.83e-08,1.4159e-08,6.8209e-08,1.5548e-08,2.2748e-07,3.9536e-08,8.465e-07,5.5818e-07,236.5,64.1,1.176,1.27,-2.625,1.05,0.005667,0.00516,0.643,0.248,-0.832,0.478,0.122,-0.704,0.425,0.06,0.064,1.815,0.17,-0.768,4.135,0.954,-1.856
2371,1.2917e-06,1.7044e-08,2.4703e-06,2.2858e-08,6.9101e-06,5.8991e-08,7.8031e-06,5.7123e-07,241.6,13.6,-1.084,0.0464,-2.546,0.147,0.03978,0.0019,5.018,0.346,8.256,4.69,0.169,7.936,4.375,0.082,8.704,6.464,0.091,5.888,18.112,0.202,1.216
2375,3.2341e-07,2.9585e-08,3.7886e-07,3.3083e-08,2.4787e-06,8.5765e-08,2.9939e-06,1.0035e-06,625.1,188.0,-0.3452,0.26,-4.906,74.7,0.003522,0.000485,1.582,0.312,4.16,1.104,0.147,3.648,0.913,0.071,4.288,35.712,5.194,11.712,67.84,3.756,1.088
2377,2.4656e-08,3.4338e-09,4.1405e-08,3.5926e-09,3.6975e-07,1.0386e-08,2.1255e-06,1.3575e-07,678.3,126.0,-0.4455,0.143,-3.171,2.78,0.004687,0.000351,3.983,0.33,0.32,2.936,0.152,0.32,1.585,0.065,0.512,0.264,0.011,0.051,0.496,0.011,-0.045
2380,3.7078e-07,2.5722e-08,6.5001e-07,2.6705e-08,2.9055e-06,6.6638e-08,2.0131e-06,7.1955e-07,547.8,94.9,-0.3636,0.176,-3.749,5.61,0.004239,0.000404,1.198,0.226,6.336,0.962,0.109,6.912,0.855,0.053,7.232,44.608,1.421,10.944,81.984,2.263,2.88
2381,8.0325e-08,2.3696e-08,2.1494e-07,2.3172e-08,2.0048e-07,5.1432e-08,0.0,4.9384e-07,86.31,14.6,-0.7351,0.941,-3.417,2.07,0.008701,0.0106,0.705,0.216,-1.6,0.534,0.106,0.064,0.372,0.051,0.192,1.627,0.181,-1.664,4.096,0.792,-2.288
2383,5.9499e-07,2.4946e-08,1.0247e-06,2.8176e-08,5.634e-06,7.5647e-08,2.5937e-05,1.2656e-06,616.6,51.5,-0.4609,0.0599,-2.516,0.333,0.01495,0.000564,3.22,0.302,3.968,3.063,0.147,5.12,2.493,0.069,5.504,22.4,0.264,6.336,50.944,1.154,3.904
2384,5.3283e-09,1.3356e-09,9.8302e-09,1.5388e-09,1.7269e-08,4.1121e-09,8.4657e-08,1.197e-07,138.7,2.75,-1.664,28.4,-1.797,0.493,0.00055,0.0299,1.124,0.229,0.0,0.545,0.103,0.192,0.159,0.047,0.192,0.128,0.091,-0.064,0.192,0.091,-0.064
2385,6.7466e-08,1.8202e-08,2.3766e-07,1.8797e-08,8.3237e-07,4.743e-08,0.0,4.4459e-07,157.5,38.3,2.053,1.9,-2.205,0.386,0.03036,0.0574,0.638,0.229,-0.576,0.562,0.113,-0.576,0.398,0.055,-0.576,6.912,1.444,0.256,17.856,0.951,-1.408
2387,1.6181e-06,1.718e-08,3.408e-06,2.3623e-08,9.68e-06,6.5789e-08,7.4606e-06,6.264e-07,186.3,6.6,-0.1413,0.0848,-2.621,0.114,0.07401,0.00652,4.107,0.329,5.76,3.861,0.161,6.4,3.718,0.08,6.464,12.992,0.202,6.272,41.984,1.218,2.112
2391,1.0142e-07,2.3764e-08,2.1062e-07,2.0536e-08,5.4388e-07,5.8377e-08,3.2163e-06,9.9205e-07,123.7,66.3,0.4104,2.08,-1.94,0.279,0.01206,0.033,0.525,0.192,2.24,0.348,0.092,0.064,0.298,0.045,0.448,6.016,0.689,-1.088,13.92,2.233,-3.072
2393,1.3564e-06,1.4577e-08,1.1048e-06,1.5859e-08,1.326e-06,3.5157e-08,1.2175e-06,4.3039e-07,48.9,1.05,-0.8195,0.0806,-4.722,0.407,0.3192,0.0387,4.388,0.315,2.368,4.212,0.156,2.56,3.75,0.075,3.136,1.792,0.091,1.92,5.134,0.066,0.458
2394,8.7989e-07,2.489e-08,1.0817e-06,3.0888e-08,2.8193e-06,8.7003e-08,2.0823e-06,1.0506e-06,272.1,35.8,-0.9014,0.137,-5.703,91.9,0.008942,0.00109,1.182,0.233,10.944,1.116,0.115,11.584,0.982,0.056,11.712,60.288,7.617,7.424,140.064,6.004,-24.32
2401,5.0419e-08,1.4847e-08,4.6893e-08,1.6209e-08,1.7277e-07,4.5256e-08,6.6052e-07,7.9981e-07,333.5,112.0,-0.5489,0.392,-9.537,3.13,0.002796,0.000848,0.704,0.233,-0.832,0.671,0.115,-0.64,0.49,0.055,-0.064,1.472,0.264,-0.704,3.2,0.516,-0.896
2405,1.2933e-07,2.3089e-08,1.9809e-07,2.3728e-08,8.3646e-07,6.4476e-08,8.0867e-07,8.1964e-07,259.1,142.0,-0.4239,0.776,-2.247,0.998,0.002514,0.00176,1.213,0.221,0.064,0.9,0.104,0.192,0.45,0.047,0.896,25.088,1.605,17.536,64.014,9.926,0.208
2419,7.4022e-08,3.3128e-08,2.8983e-07,3.1372e-08,1.2306e-06,7.6541e-08,1.4638e-06,7.3424e-07,438.4,134.0,-0.6282,0.284,-7.629,3.15,0.003093,0.000575,0.729,0.208,2.624,0.55,0.101,2.688,0.441,0.05,1.984,33.152,10.119,-0.448,76.256,7.177,-9.216
2423,1.6614e-07,1.8032e-08,2.4405e-07,1.9673e-08,4.3324e-07,4.3196e-08,2.4242e-08,3.0314e-07,109.3,48.8,-0.6117,1.13,-2.11,0.209,0.011,0.0174,0.708,0.222,1.472,0.519,0.107,1.536,0.438,0.053,1.792,4.608,0.143,0.128,11.52,0.724,-1.664
2424,3.1482e-08,1.7001e-08,3.9888e-08,2.0464e-08,6.3437e-08,5.5635e-08,1.4241e-06,1.4865e-06,120.2,24.1,0.003151,1.03,-4.265,9.52,0.00808,0.00967,0.619,0.207,-0.256,0.435,0.1,-0.064,0.265,0.048,0.384,1.846,0.836,-1.856,2.47,0.828,-2.288
2428,5.2646e-07,3.0327e-08,1.1892e-06,3.6483e-08,4.4603e-06,9.7334e-08,7.9692e-06,1.2063e-06,416.2,81.1,-0.9538,0.105,-2.086,0.209,0.01181,0.00106,2.342,0.28,3.968,2.052,0.137,4.032,1.706,0.065,4.288,13.376,0.516,3.968,144.928,5.209,-41.984
2429,1.5222e-06,3.7739e-08,3.0961e-06,4.4342e-08,7.9039e-06,1.0653e-07,4.8033e-06,9.1508e-07,200.0,17.0,-1.009,0.119,-5.405,37.5,0.01463,0.00168,1.467,0.239,13.888,1.389,0.118,13.888,1.325,0.059,14.528,20.608,0.487,-0.32,86.24,4.409,-41.984
2431,1.2551e-06,1.8884e-08,2.3998e-06,2.4198e-08,6.7841e-06,6.4104e-08,8.0028e-06,6.3691e-07,205.3,6.16,-1.003,0.0298,-2.357,0.0428,0.1699,0.00563,43.833,0.894,0.832,35.989,0.409,0.896,20.996,0.161,1.216,0.832,0.091,0.576,2.776,0.129,0.196
2435,1.5438e-06,3.7825e-08,2.2958e-06,4.8328e-08,5.1118e-06,1.2567e-07,7.4318e-07,1.0261e-06,142.0,15.9,-1.056,0.231,-7.721,1.35,0.01522,0.0038,1.533,0.274,172.672,1.386,0.135,172.736,1.156,0.065,174.656,100.416,5.633,76.096,196.64,1.118,-6.144
2436,9.0835e-07,2.484e-08,1.435e-06,2.7326e-08,6.84e-06,7.3077e-08,1.0259e-05,8.7371e-07,454.3,20.7,-0.3716,0.0491,-9.537,3.28,0.0274,0.000889,6.714,0.42,2.304,6.076,0.203,2.432,4.59,0.092,2.752,24.576,0.143,3.264,33.28,0.091,1.088
2437,9.2955e-08,2.1788e-08,1.1791e-07,2.3325e-08,5.2536e-07,5.5521e-08,1.9367e-07,5.0678e-07,330.0,134.0,-0.618,0.41,-3.042,4.12,0.003129,0.00108,0.648,0.245,1.536,0.485,0.12,-0.64,0.385,0.059,0.896,4.16,0.32,-0.896,15.904,4.346,-4.096
2440,4.2378e-07,2.7413e-08,7.5483e-07,3.134e-08,1.4636e-06,8.0085e-08,0.0,5.8644e-07,121.2,8.17,-0.251,0.312,-6.25,53.3,0.02491,0.00884,1.057,0.258,30.464,0.837,0.124,29.056,0.742,0.061,26.88,27.264,0.749,2.944,62.944,1.118,-8.192
2441,3.7171e-07,2.8059e-08,3.1317e-07,2.9793e-08,8.511e-07,7.4201e-08,3.8316e-06,1.3663e-06,89.22,40.9,0.9664,2.98,-1.954,0.165,0.06288,0.286,0.53,0.195,0.256,0.384,0.094,0.704,0.355,0.047,0.704,25.12,5.345,-17.408,58.4,4.971,-34.816
2442,7.579e-08,1.5948e-08,9.7395e-08,1.7032e-08,1.6948e-07,4.2782e-08,0.0,6.2641e-07,77.9,17.5,-0.7989,1.16,-2.669,0.571,0.009857,0.0167,0.594,0.205,0.448,0.479,0.101,0.64,0.374,0.05,0.768,12.608,0.516,0.512,23.68,0.792,-0.64
2443,7.0575e-07,3.348e-08,1.414e-06,3.8524e-08,4.1455e-06,9.9885e-08,8.1114e-06,1.341e-06,327.9,47.9,-1.024,0.0942,-2.485,0.426,0.01257,0.00109,2.223,0.262,5.952,2.095,0.129,6.528,1.928,0.063,6.848,5.632,0.143,3.712,28.896,1.541,-5.12
2446,4.4816e-07,1.7386e-08,1.0595e-06,2.0936e-08,4.0623e-06,5.5213e-08,3.4544e-06,5.6293e-07,253.7,10.9,-0.3452,0.0717,-2.942,0.268,0.03716,0.00238,4.378,0.331,3.456,3.83,0.158,4.096,3.471,0.077,4.288,4.736,0.091,2.432,8.256,0.547,0.832
