trigger number,t50,t50 uncertainty,t50 start time,t90,t90 uncertainty,t90 start time,epeak,epeak_error,alpha,alpha_error,beta,beta_error,amplitude,amplitude_error,fluence_channel_1,error_fluence_channel_1,fluence_channel_2,error_fluence_channel_2,fluence_channel_3,error_fluence_channel_3,fluence_channel_4,error_fluence_channel_4,gal_long,gal_lat,error_radius_gal,ra,dec,error_radius_ra_dec,hr1,hr2,hr3,peak_flux_64ms,error_peak_flux_64ms,time_peak_flux_64ms,peak_flux_256ms,error_peak_flux_256ms,time_peak_flux_256ms,peak_flux_1024ms,error_peak_flux_1024ms,time_peak_flux_1024ms,satellite_source,grb_class
226,1.0,0.22082897944966912,1.0,221.184,0.466,4.608,0.7160744877919691,0.3926669397787792,0.37369908086263015,0.05262407301768397,0.3333677739319109,1.0,0.13310623814585248,0.024329473838487475,1.0,0.7343425048359162,1.0,0.5672211711700939,1.0,0.5196372231120331,1.0,0.7266989311507523,0.12793250895643127,0.8716485229835454,0.48493666552550496,0.8105830232735783,0.5996941470874462,0.48493666552550496,0.45404425640450974,0.3540625425129966,0.3709013215737435,0.12247291583073551,0.25312499999999993,1.0,0.14467811618523943,0.29015544041450775,1.0,0.1812369701181376,0.360655737704918,1.0,CGRO BATSE,1.0
235,0.2388378353290634,0.3817485196795542,0.4090909090909091,26.432,3.057,-4.608,0.4260902266111397,0.8980950430151579,0.4666857408533314,0.3782087849401026,0.8243529472542231,0.0609132264945165,0.05225711534384433,0.12062142752454932,0.07258169938559808,0.28478957514696324,0.07578288474985476,0.2946955219484627,0.12845671158291963,0.4005262504239024,0.14418930243583764,0.18965193593961488,0.7450017335028314,0.19330679065623524,0.7713682528814333,0.8943329009059654,0.6679827610176561,0.7713682528814333,0.4387244438254785,0.5431706496641066,0.23537878376951565,0.04987808265687212,0.2718749999999999,0.2109375,0.03813332381190418,0.31088082901554404,0.19577735124760076,0.05429696548529071,0.360655737704918,0.2162162162162162,CGRO BATSE,1.0
237,0.7007333147684025,0.37896203413444796,0.41287878787878785,40.512,3.529,-0.768,0.48598130841121495,0.3358254813600984,0.4711562533528844,0.1507415858528237,0.0,1.0,0.06753321659726985,0.03971859885680786,0.032327879311937,0.2041347451215679,0.02903708711397601,0.2255390633195032,0.05013638032281281,0.1605411280343214,0.03397863870429953,0.1572858314314789,0.33260140991563614,0.880390901244536,0.6902316558256305,0.733789559039036,0.5702210482413458,0.6902316558256305,0.37741891577641695,0.5532871148655236,0.14211635928536137,0.08049631161455599,0.29687499999999994,0.10937499999999999,0.07712357624879496,0.32469775474956825,0.09213051823416507,0.09766041232337272,0.4098360655737704,0.1121121121121121,CGRO BATSE,1.0
249,0.15418175067297876,0.0975269940787182,1.0,28.544,0.854,11.712,0.7898937281502013,0.04557558377714052,0.40917706805908227,0.0,0.6414733688071498,0.01006096985484267,1.0,0.08837754653378281,1.0,0.6138100722346873,1.0,0.6255633910855821,1.0,0.5312651824662985,1.0,0.293683020497686,0.6777996070726915,0.20519531141242311,0.46245577998402376,0.8076462005597762,0.8613096065619352,0.46245577998402376,0.5777299355945712,0.41757488489969274,0.302096037514566,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CGRO BATSE,1.0
254,0.004177109440267335,0.06130268199233716,0.3712121212121212,0.384,0.707,-0.256,0.9010404334442944,1.0,0.6037337720396266,0.31831146605818594,0.20235573694270798,1.0,0.01518044716146482,0.003077825003664077,0.005696679974910622,0.26864822885487966,0.005513743419678593,0.22620534342981186,0.020661651800575522,1.0,0.09774067070951688,0.3330214150926087,0.7718710273893447,0.22112091767129774,0.5891247289740956,0.5046817895113898,0.8015848741832337,0.5891247289740956,0.40669849116800977,1.0,0.9919764235952827,0.15185653878206118,0.359375,0.1171875,0.14767736637269255,0.37996545768566503,0.0998080614203455,0.06875144776465138,0.3442622950819672,0.09609609609609608,CGRO BATSE,1.0
257,0.6606330641418361,0.7614071752002788,0.7007575757575757,80.832,4.16,0.832,0.9280610610471189,0.015055305202785745,0.13769178498623083,1.0,0.9018442940538306,1.0,0.12910875370570377,1.0,0.38370917429322193,0.3076262065569851,0.45224535475173316,0.42250171438997614,0.5509949250467431,0.3862277857392441,1.0,0.5044155484891725,0.8029007280711891,0.45151321101428293,0.7509414584046559,0.9555827117923815,0.39596830251633536,0.7509414584046559,0.4952446160497273,0.390412857404562,1.0,0.19148739158616007,0.40624999999999983,0.18359375,0.2036633698718178,0.4490500863557858,0.1727447216890595,0.25591846189483436,0.540983606557377,0.14414414414414414,CGRO BATSE,1.0
288,0.4972616727002692,1.0,0.47727272727272724,41.152,6.464,-1.984,0.16883713804197947,0.21138877509217538,0.5030578305496942,0.5792926411865372,0.7115255463139949,0.10130811484229006,0.10204007335383947,0.5368606184962627,0.1483343507403885,0.412121095736176,0.1110629963838061,0.34429067990297596,0.07210723059129719,1.0,0.3800561131879347,0.6449509469753104,0.43684271350976533,0.5853217139516107,0.3490813648293963,0.008005738855647747,0.2180175170304463,0.3490813648293963,0.3146121440662582,0.20804632923392824,1.0,0.042470446618722804,0.14687499999999992,0.03125,0.03342021637447782,0.17271157167530232,0.023032629558541275,0.052814454482279366,0.22950819672131148,0.0,CGRO BATSE,1.0
297,0.0071474983755685515,0.06130268199233716,0.375,0.96,0.091,-0.704,0.6692758750365615,0.9902703809913971,0.5239440649476056,0.21420422133485453,0.8466704551325102,0.041470826962644175,0.04370535398795472,0.03671405540085007,0.007132003468378629,0.059170577007283676,0.011631718298536754,0.03763953015976714,0.02043402231821549,0.03244181354982229,0.07726659106262262,0.04791402912271936,0.13122616433606837,0.8979313417044854,0.45703526189661076,0.9687887729198248,0.6638954539135271,0.45703526189661076,0.6852990997661262,0.5629380641744458,0.7929192515962887,0.3288990400938301,0.4968749999999999,0.1328125,0.27207483843324887,0.4559585492227979,0.11132437619961612,0.12749594625897614,0.31147540983606553,0.08408408408408408,CGRO BATSE,1.0
298,0.0022974101921470346,0.042493904562870076,0.3712121212121212,0.455,0.065,-0.128,1.0,1.0,0.28432459497156753,0.03814888762122077,0.09366120783179206,1.0,0.1741946674985241,0.028213395866920715,0.06563055051515976,0.08907964396307594,0.08596199559261315,0.09649427323703137,0.15685381845167215,0.0882830452512302,0.4194889270495169,0.0579518686160851,0.4211834045995608,0.6224907425453129,0.4653086842405569,0.03326093095055162,0.28563881551508413,0.4653086842405569,0.5503617882694833,0.5847082671067421,0.5608109434944907,1.0,1.0,0.1171875,1.0,1.0,0.1036468330134357,1.0,1.0,0.1081081081081081,CGRO BATSE,1.0
332,0.3190383365821962,0.40891675374433994,0.6212121212121212,50.624,4.418,0.768,0.2021254369959748,0.036102007374027044,0.7037230428096277,0.12293211637193383,0.5232732344888154,0.09451271306415994,0.5525280162983149,0.5244027553861939,0.2451275396698804,0.28247131104927925,0.3110128189017612,0.27576633317354005,0.2517476812713567,0.3043044041459112,0.06316907074913666,0.16146355990453323,0.5800300473824107,0.2204248684466966,0.2952185324660504,0.3675559006775458,0.9362435701376338,0.2952185324660504,0.5331310962198774,0.2593807951572733,0.05261748463171724,0.11395413438686379,0.21249999999999997,0.31640624999999994,0.12896775806048488,0.23488773747841107,0.2802303262955854,0.18809358350706507,0.2950819672131147,0.2682682682682683,CGRO BATSE,1.0
351,1.0,0.8498780912574018,1.0,146.944,4.017,-57.856,0.4880705321949385,0.3476034412126178,0.2553556739744644,0.056260695949800335,0.6801157204112206,0.13283122864639374,0.1356760495716624,0.042576579217353076,1.0,1.0,1.0,0.9651954062890693,1.0,0.9680311554665243,1.0,0.8070919763619606,0.41609846296082276,0.7704986496645042,0.7591578226634713,0.07911837935591622,0.4849158904490477,0.7591578226634713,0.32172648001717313,0.28951888542908066,0.28633255524574497,0.14012778172165807,0.31562499999999993,1.0,0.1343949726854001,0.34542314335060453,1.0,0.20532777391707202,0.42622950819672123,1.0,CGRO BATSE,1.0
